TWO_WAY_ENTER,10,11,11,11,11,11,11,11,12,12,13,13,13,13,13,13,14,14,14,14,15,15,15,16,16,16,16,16,16,16,23,25,27,28,28,29,30,30,30,30,31,31,83,83,84,84,84,84,84,89
TWO_WAY_EXIT,9,12,14,17,18,22,23,27,28,31,32,32,32,34,36,36,37,38,38,40,40,40,42,44,46,48,50,54,56,58,60,62,65,68,69,72,75,77,80,82,85,86,88,93,94,98
TWO_WAY_COLLISIONS,125.200,125.200,125.200,125.200,125.200,125.200,125.200,125.200,125.200,125.200,125.200,175.200,175.200,175.200,175.200,175.200,175.200,75.175,75.175,75.175,75.175,75.175,225.200,225.200,125.75,125.75,125.50,250.50,150.200,150.200,150.200,150.200,150.200,150.200,150.200,250.200,200.75,200.75,200.75,200.75,200.75,50.50,50.50,50.50,50.50,50.50,50.50,50.50,50.50,50.50,100.50,100.50,100.50,100.50,250.175,250.175,225.175,225.175,225.175,225.175,225.175,225.175,225.175,225.175,225.175,225.175,225.175,225.175,225.175,50.75,100.175,100.175,200.175,200.175,200.175,200.175,200.175,200.175,200.175,200.175,200.175,200.175,200.175,200.200,100.200,100.200,100.200,50.150,150.175,150.175,150.175,150.175,150.175,150.175,150.175,50.175,50.175,50.175,50.175,225.75,225.75,225.75,225.75,225.75,225.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,175.75,150.75,150.75,150.75,150.75,150.75,150.75,150.75,150.75,150.75,250.75,250.75,250.75,250.75,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,175.175,150.50,150.50,150.50,150.50,150.50,150.50,150.50,150.50,150.50,150.50
ONE_WAY_ENTER,11,14,15,15,15,15,15,15,15,16,17,17,17,17,17,18,18,18,18,19,19,19,20,20,21,21,21,21,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24
ONE_WAY_EXIT,9,10,12,14,16,18,19,20,21,23,25,27,28,30,32,34,35,37,38,41,44,45,49,50,54,55,56,56,57,57,58,60,60,60,63,64,65,69,70,73,74,78,80,84,85,89,89,93,94,98
ONE_WAY_COLLISIONS,50.175,50.175,50.175,50.175,50.175,50.175,50.175,50.175,50.175,50.175,50.175,125.50,125.50,125.50,125.50,250.200,250.200,250.200,125.75,125.75,125.100,50.200,50.200,50.200,50.200,225.175,225.175,225.175,125.175,125.175,100.175,100.175,100.175,200.175,200.175,200.125,25.200,50.150,100.100,100.100,100.100,100.100,100.50,100.50,100.50,250.175,175.75,175.75,150.75,150.75,150.75,150.75,175.175,175.175,100.200,100.200,100.200,75.175,75.175,75.175,75.175,75.175,75.175,75.175,75.175
