ONE_WAY_SAME_SIDE_ENTER,13,12,12,13,14,14,14,15,14,14,15,14,15,15,14,15,15,15,14,16,15,16,17,17,15,17,18,17,18,18,16,15,18,18,17,17,17,16,16,16,19,18,19,18,19,19,19,19,20,20,21,21,22,21,22,22,21,22,23,24,23,24,25,25,26,26,26,27,27,27,20,27,28,27,27,28,28,27,27,28,27,28,27,27,28,27,27,27,26,28,27,28,27,27,28,28,28,28,28,28
ONE_WAY_SAME_SIDE_EXIT,10,13,14,14,18,18,20,19,24,18,29,20,32,35,32,37,35,35,39,30,37,41,35,42,44,47,36,39,52,41,54,42,58,47,63,47,66,70,68,70,73,77,81,85
TWO_WAY_ENTER,10,11,12,12,12,12,14,14,13,14,13,14,13,13,14,13,14,14,14,13,15,14,15,16,15,15,15,14,16,16,15,15,15,16,14,26,28,28,28,27,28,30,29,30,30,32,33,34,33,33,32,32,31,26,32,28,28,28,29,28,29,29,28,29,29,28,27,24,27,25,28,26,24,54,57,76,76,76,76,75,74,75,73,73,74,73,74,74,62,74,63,71,63,70,70,70,70,65,66,65
TWO_WAY_EXIT,10,12,16,15,20,19,21,23,23,27,25,32,30,28,31,35,34,40,37,36,35,39,35,35,40,42,36,42,39,44,42,44,48,48,43,45,48,48,53,50,56,53,60,59,65,61,69,67,64,69
ONE_WAY_ENTER,12,10,12,12,13,12,12,11,14,13,13,13,13,13,13,14,13,14,14,16,16,17,16,17,17,18,17,17,17,17,17,14,17,18,17,15,16,18,18,17,18,17,18,17,18,19,19,18,19,19,19,20,20,21,21,22,22,23,22,22,23,22,23,17,23,23,23,23,24,23,23,24,25,24,25,24,24,25,24,24,25,25,24,25,24,25,25,25,25,25,23,26,26,26,25,26,24,26,26,26
ONE_WAY_EXIT,12,12,12,15,14,20,19,23,22,23,28,27,28,33,31,36,36,41,39,38,44,38,39,43,49,43,51,45,55,49,60,56,54,61,57,65,62,67,61,67,64,72,68,74,69,79,84,86,90,96
