ONE_WAY_SAME_SIDE_ENTER,11,11,12,11,14,11,12,12,12,12,12,12,13,13,12,13,11,12,11,13,14,12,12,12,15,12,13,13,13,15,13,14,15,14,14,14,16,16,16,16,17,16,17,17,18,18,19,19,19,19,20,19,20,19,19,19,20,20,19,20,20,21,20,21,18,21,22,19,23,24,24,22,22,25,22,23,23,23,23,23,23,22,24,23,22,24,23,23,24,24,25,24,25,25,26,25,26,26,26,26
ONE_WAY_SAME_SIDE_EXIT,10,12,13,15,15,14,20,18,21,21,21,21,26,26,30,31,35,35,36,37,41,21,40,38,35,42,41,40,46,46,50,48,52,52,57,57,57,59,57,64,58,68,63,73,71,76,80,82,87
TWO_WAY_ENTER,10,12,11,12,12,13,13,14,13,13,13,12,13,13,13,12,14,14,13,15,13,13,14,13,13,12,12,14,11,15,13,14,12,13,17,15,16,15,16,15,14,16,15,16,15,18,18,17,15,20,14,14,20,15,15,21,12,14,21,21,14,21,14,22,21,19,19,20,20,18,18,16,41,41,42,41,41,41,39,39,40,40,40,39,40,36,37,39,37,37,68,67,67,66,63,62,65,62,63,62
TWO_WAY_EXIT,10,11,13,16,18,19,21,24,26,25,31,30,33,32,36,37,37,40,42,44,47,47,50,50,52,55,51,55,58,52,56,61,58,66,61,71,64,63,73,74,71,67,75,74,68,72,76,74,79,84
ONE_WAY_ENTER,11,12,12,14,13,14,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,18,19,18,18,18,18,19,19,19,17,16,19,18,19,18,18,18,19,19,19,19,19,19,20,19,20,20,21,21,22,21,22,21,21,20,19,22,22,23,23,22,22,24,23,24,24,25,24,25,25,26,25,26,26,26,26,27,27,27,27,28,27,26,27,26,25,26,24,26,25,26,26,26,26,26,27,27,28,27
ONE_WAY_EXIT,13,15,15,16,20,19,22,24,27,27,30,32,35,36,38,40,42,36,39,39,33,31,45,37,40,50,40,52,43,56,48,62,50,64,55,69,58,72,63,77,68,80,74,85,88,93,95,94,97,102
