ONE_WAY_SAME_SIDE_ENTER,12,12,12,13,13,13,14,14,14,14,14,15,15,16,16,18,19,18,20,19,22,21,21,21,22,21,21,22,22,21,22,22,23,22,23,23,24,23,22,24,24,24,23,23,23,23,22,23,23,23,23,24,23,23,23,24,24,24,23,24,24,24,24,24,24,24,25,24,23,24,24,24,24,23,23,23,23,24,24,23,23,23,24,24,25,24,25,24,24,25,26,24,25,25,26,25,25,26,25,25
ONE_WAY_SAME_SIDE_EXIT,11,13,16,16,18,21,23,18,24,28,27,31,30,25,21,33,32,26,35,33,27,39,30,32,40,38,32,45,37,50,36,50,49,49,36,50,54,59,61,60,65,67
TWO_WAY_ENTER,12,12,11,14,15,13,13,15,13,15,13,13,13,13,15,14,13,14,17,15,16,15,15,15,14,15,15,14,15,14,14,15,15,14,14,15,13,14,14,14,13,12,13,15,13,12,14,12,13,14,12,13,12,12,12,12,12,15,13,13,14,14,13,14,13,13,14,14,13,14,12,14,11,13,12,13,14,13,13,13,14,13,13,13,15,13,14,14,14,11,14,15,12,11,11,11,11,15,15,15
TWO_WAY_EXIT,14,15,17,20,18,19,22,23,21,28,26,31,31,36,32,33,37,36,37,42,38,37,38,33,32,39,33,38,37,32,35,36,33,40,35,36,32,42,36,35,45,37,50,42,55,58,63,68
ONE_WAY_ENTER,12,12,12,15,15,12,13,15,15,15,14,15,15,16,16,16,17,18,19,19,19,19,19,20,21,22,23,23,23,23,25,25,25,25,22,25,26,26,23,25,25,26,25,25,25,25,25,26,25,26,26,19,27,27,21,23,27,27,27,27,28,27,28,28,28,28,26,28,27,26,26,27,25,27,27,22,26,28,28,27,27,28,27,27,27,28,27,28,27,28,28,27,28,28,27,27,27,28,27,28
ONE_WAY_EXIT,14,14,18,17,21,21,25,25,28,30,33,31,33,34,36,38,41,38,37,43,41,45,45,50,50,52,53,57,58,60,61,65,62,61,66,63,68,68,73,71,76,76,79,79,84,84,84,86,91,96
